name,value,date
湖北,41,1月11日
湖北,41,1月12日
湖北,41,1月13日
湖北,41,1月14日
湖北,41,1月15日
湖北,41,1月16日
湖北,41,1月17日
湖北,45,1月18日
湖北,62,1月19日
湖北,198,1月20日
湖北,270,1月21日
湖北,444,1月22日
湖北,444,1月23日
湖北,549,1月24日
湖北,760,1月25日
湖北,1052,1月26日
湖北,1423,1月27日
湖北,2714,1月28日
湖北,3554,1月29日
湖北,4586,1月30日
湖北,5806,1月31日
湖北,7153,2月1日
湖北,9074,2月2日
湖北,11177,2月3日
湖北,13522,2月4日
湖北,16678,2月5日
湖北,19665,2月6日
湖北,22112,2月7日
湖北,24953,2月8日
湖北,27100,2月9日
湖北,29658,2月10日
湖北,31755,2月11日
湖北,33393,2月12日
湖北,48233,2月13日
湖北,52039,2月14日
湖北,54459,2月15日
湖北,56307,2月16日
湖北,58251,2月17日
湖北,60076,2月18日
湖北,61822,2月19日
湖北,62876,2月20日
湖北,63507,2月21日
湖北,63873,2月22日
湖北,64503,2月23日
湖北,64901,2月24日
湖北,65400,2月25日
湖北,65801,2月26日
湖北,66210,2月27日
湖北,66528,2月28日
湖北,66951,2月29日
湖北,67521,3月1日
湖北,67717,3月2日
湖北,67831,3月3日
湖北,67946,3月4日
湖北,68080,3月5日
湖北,68206,3月6日
湖北,68280,3月7日
湖北,68321,3月8日
湖北,68357,3月9日
湖北,68374,3月10日
湖北,68387,3月11日
湖北,68395,3月12日
湖北,68400,3月13日
湖北,68404,3月14日
湖北,68408,3月15日
湖北,68412,3月16日
湖北,68413,3月17日
湖北,68414,3月18日
湖北,68414,3月19日
湖北,68414,3月20日
湖北,68414,3月21日
湖北,68414,3月22日
湖北,68414,3月23日
湖北,68415,3月24日
湖北,68415,3月25日
湖北,68415,3月26日
湖北,68415,3月27日
泰国,2,1月17日
泰国,4,1月22日
泰国,5,1月24日
泰国,6,1月25日
泰国,7,1月26日
泰国,8,1月27日
泰国,14,1月28日
泰国,19,1月31日
泰国,25,2月4日
泰国,32,2月8日
泰国,33,2月11日
泰国,34,2月16日
泰国,35,2月17日
泰国,37,2月25日
泰国,40,2月26日
泰国,41,2月28日
泰国,42,2月29日
泰国,42,3月1日
泰国,43,3月2日
泰国,47,3月5日
泰国,48,3月6日
泰国,50,3月7日
泰国,53,3月10日
泰国,59,3月11日
泰国,70,3月12日
泰国,75,3月13日
泰国,82,3月14日
泰国,114,3月15日
泰国,147,3月16日
泰国,177,3月17日
泰国,212,3月18日
泰国,272,3月19日
泰国,322,3月20日
泰国,599,3月22日
泰国,721,3月23日
泰国,827,3月24日
泰国,934,3月25日
泰国,1045,3月26日
泰国,1136,3月27日
日本,1,1月18日
日本,2,1月24日
日本,3,1月25日
日本,4,1月26日
日本,7,1月28日
日本,8,1月29日
日本,13,1月30日
日本,17,1月31日
日本,20,2月2日
日本,33,2月5日
日本,33,2月6日
日本,34,2月9日
日本,36,2月12日
日本,37,2月13日
日本,41,2月14日
日本,49,2月15日
日本,61,2月16日
日本,67,2月17日
日本,73,2月18日
日本,81,2月19日
日本,93,2月20日
日本,101,2月21日
日本,113,2月22日
日本,140,2月23日
日本,152,2月24日
日本,165,2月25日
日本,210,2月27日
日本,236,2月28日
日本,248,2月29日
日本,264,3月1日
日本,282,3月2日
日本,287,3月3日
日本,339,3月5日
日本,368,3月6日
日本,435,3月7日
日本,502,3月8日
日本,522,3月9日
日本,559,3月10日
日本,698,3月12日
日本,739,3月13日
日本,794,3月14日
日本,826,3月15日
日本,843,3月16日
日本,888,3月17日
日本,927,3月18日
日本,964,3月19日
日本,1024,3月20日
日本,1026,3月21日
日本,1068,3月22日
日本,1127,3月23日
日本,1148,3月24日
日本,1285,3月25日
日本,1406,3月26日
日本,1511,3月27日
北京,5,1月20日
北京,10,1月21日
北京,14,1月22日
北京,22,1月23日
北京,36,1月24日
北京,39,1月25日
北京,67,1月26日
北京,80,1月27日
北京,91,1月28日
北京,111,1月29日
北京,114,1月30日
北京,139,1月31日
北京,168,2月1日
北京,188,2月2日
北京,215,2月3日
北京,231,2月4日
北京,256,2月5日
北京,277,2月6日
北京,300,2月7日
北京,317,2月8日
北京,329,2月9日
北京,340,2月10日
北京,345,2月11日
北京,356,2月12日
北京,370,2月13日
北京,376,2月14日
北京,379,2月15日
北京,384,2月16日
北京,385,2月17日
北京,391,2月18日
北京,397,2月19日
北京,399,2月20日
北京,400,2月21日
北京,403,2月22日
北京,403,2月23日
北京,403,2月24日
北京,405,2月25日
北京,405,2月26日
北京,415,2月27日
北京,415,2月28日
北京,416,2月29日
北京,418,3月1日
北京,419,3月2日
北京,419,3月3日
北京,422,3月4日
北京,423,3月5日
北京,427,3月6日
北京,431,3月7日
北京,433,3月8日
北京,433,3月9日
北京,434,3月10日
北京,440,3月11日
北京,440,3月12日
北京,441,3月13日
北京,442,3月14日
北京,447,3月15日
北京,457,3月16日
北京,461,3月17日
北京,474,3月18日
北京,485,3月19日
北京,496,3月20日
北京,509,3月21日
北京,519,3月22日
北京,542,3月23日
北京,559,3月24日
北京,564,3月25日
北京,570,3月26日
北京,573,3月27日
广东,14,1月20日
广东,17,1月21日
广东,26,1月22日
广东,32,1月23日
广东,53,1月24日
广东,78,1月25日
广东,98,1月26日
广东,151,1月27日
广东,188,1月28日
广东,241,1月29日
广东,311,1月30日
广东,412,1月31日
广东,520,2月1日
广东,604,2月2日
广东,725,2月3日
广东,797,2月4日
广东,870,2月5日
广东,944,2月6日
广东,1035,2月7日
广东,1095,2月8日
广东,1131,2月9日
广东,1151,2月10日
广东,1177,2月11日
广东,1219,2月12日
广东,1241,2月13日
广东,1261,2月14日
广东,1294,2月15日
广东,1316,2月16日
广东,1322,2月17日
广东,1328,2月18日
广东,1331,2月19日
广东,1332,2月20日
广东,1333,2月21日
广东,1339,2月22日
广东,1342,2月23日
广东,1345,2月24日
广东,1347,2月25日
广东,1347,2月26日
广东,1347,2月27日
广东,1348,2月28日
广东,1349,2月29日
广东,1350,3月1日
广东,1350,3月2日
广东,1350,3月3日
广东,1350,3月4日
广东,1351,3月5日
广东,1352,3月6日
广东,1352,3月7日
广东,1352,3月8日
广东,1352,3月9日
广东,1353,3月10日
广东,1356,3月11日
广东,1356,3月12日
广东,1356,3月13日
广东,1356,3月14日
广东,1357,3月15日
广东,1361,3月16日
广东,1364,3月17日
广东,1369,3月18日
广东,1378,3月19日
广东,1392,3月20日
广东,1399,3月21日
广东,1407,3月22日
广东,1413,3月23日
广东,1428,3月24日
广东,1433,3月25日
广东,1444,3月26日
上海,1,1月20日
上海,6,1月21日
上海,9,1月22日
上海,16,1月23日
上海,20,1月24日
上海,33,1月25日
上海,40,1月26日
上海,53,1月27日
上海,66,1月28日
上海,96,1月29日
上海,112,1月30日
上海,135,1月31日
上海,169,2月1日
上海,182,2月2日
上海,203,2月3日
上海,219,2月4日
上海,243,2月5日
上海,257,2月6日
上海,277,2月7日
上海,286,2月8日
上海,292,2月9日
上海,299,2月10日
上海,303,2月11日
上海,311,2月12日
上海,315,2月13日
上海,318,2月14日
上海,326,2月15日
上海,328,2月16日
上海,332,2月17日
上海,333,2月18日
上海,333,2月19日
上海,334,2月20日
上海,334,2月21日
上海,335,2月22日
上海,335,2月23日
上海,335,2月24日
上海,336,2月25日
上海,336,2月26日
上海,337,2月27日
上海,337,2月28日
上海,337,2月29日
上海,337,3月1日
上海,337,3月2日
上海,338,3月3日
上海,338,3月4日
上海,339,3月5日
上海,342,3月6日
上海,342,3月7日
上海,342,3月8日
上海,344,3月10日
上海,344,3月11日
上海,344,3月12日
上海,346,3月13日
上海,352,3月14日
上海,353,3月15日
上海,355,3月16日
上海,358,3月17日
上海,361,3月18日
上海,363,3月19日
上海,371,3月20日
上海,380,3月21日
上海,394,3月22日
上海,404,3月23日
上海,414,3月24日
上海,433,3月25日
上海,451,3月26日
四川,0,1月20日
四川,1,1月21日
四川,5,1月22日
四川,8,1月23日
四川,15,1月24日
四川,28,1月25日
四川,44,1月26日
四川,69,1月27日
四川,90,1月28日
四川,108,1月29日
四川,141,1月30日
四川,176,1月31日
四川,207,2月1日
四川,231,2月2日
四川,254,2月3日
四川,282,2月4日
四川,301,2月5日
四川,321,2月6日
四川,344,2月7日
四川,363,2月8日
四川,386,2月9日
四川,405,2月10日
四川,417,2月11日
四川,436,2月12日
四川,451,2月13日
四川,463,2月14日
四川,470,2月15日
四川,481,2月16日
四川,495,2月17日
四川,508,2月18日
四川,514,2月19日
四川,520,2月20日
四川,525,2月21日
四川,526,2月22日
四川,526,2月23日
四川,527,2月24日
四川,529,2月25日
四川,531,2月26日
四川,534,2月27日
四川,538,2月28日
四川,538,2月29日
四川,538,3月1日
四川,538,3月2日
四川,538,3月3日
四川,538,3月4日
四川,539,3月5日
四川,539,3月6日
四川,539,3月7日
四川,539,3月8日
四川,539,3月9日
四川,539,3月10日
四川,539,3月11日
四川,539,3月12日
四川,539,3月13日
四川,539,3月14日
四川,539,3月15日
四川,539,3月16日
四川,539,3月17日
四川,540,3月18日
四川,540,3月19日
四川,541,3月20日
四川,542,3月21日
四川,543,3月22日
四川,545,3月24日
四川,547,3月25日
四川,548,3月27日
韩国,1,1月21日
韩国,2,1月24日
韩国,3,1月26日
韩国,4,1月27日
韩国,6,1月30日
韩国,11,1月31日
韩国,12,2月1日
韩国,15,2月2日
韩国,16,2月4日
韩国,19,2月5日
韩国,23,2月6日
韩国,24,2月7日
韩国,27,2月9日
韩国,28,2月11日
韩国,29,2月16日
韩国,31,2月18日
韩国,51,2月19日
韩国,104,2月20日
韩国,204,2月21日
韩国,433,2月22日
韩国,602,2月23日
韩国,833,2月24日
韩国,977,2月25日
韩国,1261,2月26日
韩国,1766,2月27日
韩国,2337,2月28日
韩国,3150,2月29日
韩国,3736,3月1日
韩国,4335,3月2日
韩国,5186,3月3日
韩国,5621,3月4日
韩国,6088,3月5日
韩国,6593,3月6日
韩国,7041,3月7日
韩国,7313,3月8日
韩国,7382,3月9日
韩国,7513,3月10日
韩国,7755,3月11日
韩国,7869,3月12日
韩国,7979,3月13日
韩国,8086,3月14日
韩国,8162,3月15日
韩国,8236,3月16日
韩国,8413,3月18日
韩国,8565,3月19日
韩国,8652,3月20日
韩国,8799,3月21日
韩国,8897,3月22日
韩国,8961,3月23日
韩国,9037,3月24日
韩国,9137,3月25日
韩国,9241,3月26日
河南,1,1月21日
河南,5,1月22日
河南,9,1月24日
河南,31,1月25日
河南,83,1月26日
河南,128,1月27日
河南,168,1月28日
河南,206,1月29日
河南,278,1月30日
河南,352,1月31日
河南,422,2月1日
河南,493,2月2日
河南,566,2月3日
河南,675,2月4日
河南,764,2月5日
河南,851,2月6日
河南,914,2月7日
河南,981,2月8日
河南,1034,2月9日
河南,1074,2月10日
河南,1106,2月11日
河南,1136,2月12日
河南,1169,2月13日
河南,1184,2月14日
河南,1212,2月15日
河南,1231,2月16日
河南,1246,2月17日
河南,1257,2月18日
河南,1262,2月19日
河南,1265,2月20日
河南,1267,2月21日
河南,1270,2月22日
河南,1271,2月23日
河南,1271,2月24日
河南,1271,2月25日
河南,1271,2月26日
河南,1272,2月27日
河南,1272,2月28日
河南,1272,2月29日
河南,1272,3月1日
河南,1272,3月2日
河南,1272,3月3日
河南,1272,3月4日
河南,1272,3月5日
河南,1272,3月6日
河南,1272,3月7日
河南,1272,3月8日
河南,1272,3月9日
河南,1272,3月10日
河南,1272,3月11日
河南,1273,3月12日
河南,1273,3月14日
河南,1274,3月23日
河南,1275,3月26日
黑龙江,0,1月21日
黑龙江,2,1月23日
黑龙江,4,1月24日
黑龙江,9,1月25日
黑龙江,15,1月26日
黑龙江,21,1月27日
黑龙江,33,1月28日
黑龙江,39,1月29日
黑龙江,43,1月30日
黑龙江,59,1月31日
黑龙江,80,2月1日
黑龙江,95,2月2日
黑龙江,121,2月3日
黑龙江,155,2月4日
黑龙江,190,2月5日
黑龙江,227,2月6日
黑龙江,277,2月7日
黑龙江,295,2月8日
黑龙江,317,2月9日
黑龙江,341,2月10日
黑龙江,370,2月11日
黑龙江,388,2月12日
黑龙江,405,2月13日
黑龙江,429,2月14日
黑龙江,435,2月15日
黑龙江,455,2月16日
黑龙江,467,2月17日
黑龙江,474,2月18日
黑龙江,480,2月19日
黑龙江,486,2月20日
黑龙江,489,2月21日
黑龙江,489,2月22日
黑龙江,490,2月23日
黑龙江,490,2月24日
黑龙江,490,2月25日
黑龙江,490,2月26日
黑龙江,490,2月27日
黑龙江,490,2月28日
黑龙江,490,2月29日
黑龙江,490,3月1日
黑龙江,490,3月2日
黑龙江,490,3月3日
黑龙江,490,3月4日
黑龙江,491,3月5日
黑龙江,491,3月6日
黑龙江,491,3月7日
黑龙江,491,3月8日
黑龙江,491,3月9日
黑龙江,491,3月10日
黑龙江,492,3月11日
黑龙江,492,3月12日
黑龙江,492,3月13日
黑龙江,492,3月14日
黑龙江,492,3月15日
黑龙江,492,3月16日
黑龙江,492,3月17日
黑龙江,492,3月18日
黑龙江,493,3月19日
黑龙江,494,3月20日
黑龙江,494,3月22日
黑龙江,494,3月24日
黑龙江,494,3月26日
山东,1,1月21日
山东,2,1月22日
山东,6,1月23日
山东,15,1月24日
山东,27,1月25日
山东,46,1月26日
山东,75,1月27日
山东,95,1月28日
山东,130,1月29日
山东,158,1月30日
山东,184,1月31日
山东,206,2月1日
山东,230,2月2日
山东,259,2月3日
山东,275,2月4日
山东,307,2月5日
山东,347,2月6日
山东,386,2月7日
山东,416,2月8日
山东,444,2月9日
山东,466,2月10日
山东,487,2月11日
山东,497,2月12日
山东,509,2月13日
山东,523,2月14日
山东,532,2月15日
山东,537,2月16日
山东,541,2月17日
山东,543,2月18日
山东,544,2月19日
山东,546,2月20日
山东,749,2月21日
山东,750,2月22日
山东,754,2月23日
山东,755,2月24日
山东,756,2月25日
山东,756,2月26日
山东,756,2月27日
山东,756,2月28日
山东,756,2月29日
山东,758,3月1日
山东,758,3月2日
山东,758,3月3日
山东,758,3月5日
山东,758,3月6日
山东,758,3月7日
山东,758,3月8日
山东,758,3月9日
山东,758,3月10日
山东,760,3月11日
山东,760,3月12日
山东,760,3月13日
山东,760,3月14日
山东,760,3月16日
山东,761,3月17日
山东,761,3月19日
山东,762,3月20日
山东,764,3月21日
山东,766,3月22日
山东,768,3月23日
山东,769,3月25日
台湾,1,1月21日
台湾,3,1月24日
台湾,4,1月26日
台湾,5,1月27日
台湾,8,1月28日
台湾,9,1月30日
台湾,10,1月31日
台湾,11,2月4日
台湾,16,2月6日
台湾,17,2月8日
台湾,18,2月9日
台湾,18,2月15日
台湾,20,2月16日
台湾,22,2月17日
台湾,23,2月19日
台湾,24,2月20日
台湾,26,2月21日
台湾,28,2月23日
台湾,30,2月24日
台湾,31,2月25日
台湾,32,2月26日
台湾,34,2月28日
台湾,39,2月29日
台湾,40,3月1日
台湾,40,3月2日
台湾,42,3月3日
台湾,44,3月5日
台湾,45,3月6日
台湾,45,3月8日
台湾,45,3月9日
台湾,47,3月10日
台湾,48,3月11日
台湾,49,3月12日
台湾,49,3月13日
台湾,53,3月14日
台湾,59,3月15日
台湾,67,3月16日
台湾,77,3月17日
台湾,100,3月18日
台湾,135,3月20日
台湾,153,3月21日
台湾,169,3月22日
台湾,195,3月23日
台湾,195,3月24日
台湾,216,3月25日
台湾,235,3月26日
天津,2,1月21日
天津,4,1月22日
天津,8,1月24日
天津,10,1月25日
天津,22,1月27日
天津,24,1月28日
天津,27,1月29日
天津,32,1月31日
天津,41,2月1日
天津,41,2月2日
天津,60,2月3日
天津,67,2月4日
天津,69,2月5日
天津,78,2月6日
天津,81,2月7日
天津,88,2月8日
天津,91,2月9日
天津,91,2月10日
天津,105,2月11日
天津,112,2月12日
天津,117,2月13日
天津,118,2月14日
天津,122,2月15日
天津,124,2月16日
天津,125,2月17日
天津,128,2月18日
天津,131,2月20日
天津,132,2月21日
天津,135,2月22日
天津,135,2月23日
天津,135,2月24日
天津,135,2月25日
天津,135,2月27日
天津,136,2月28日
天津,136,2月29日
天津,136,3月1日
天津,136,3月2日
天津,136,3月3日
天津,136,3月4日
天津,136,3月6日
天津,136,3月8日
天津,136,3月9日
天津,136,3月10日
天津,136,3月11日
天津,136,3月16日
天津,137,3月20日
天津,141,3月23日
天津,146,3月25日
天津,147,3月26日
香港,0,1月21日
香港,2,1月23日
香港,5,1月24日
香港,6,1月26日
香港,8,1月27日
香港,10,1月29日
香港,12,1月31日
香港,13,2月1日
香港,14,2月2日
香港,15,2月3日
香港,17,2月4日
香港,21,2月5日
香港,25,2月7日
香港,26,2月8日
香港,29,2月9日
香港,38,2月10日
香港,49,2月11日
香港,50,2月12日
香港,53,2月13日
香港,56,2月14日
香港,57,2月16日
香港,58,2月17日
香港,61,2月18日
香港,62,2月19日
香港,67,2月20日
香港,68,2月21日
香港,69,2月22日
香港,74,2月23日
香港,79,2月24日
香港,81,2月25日
香港,89,2月26日
香港,91,2月27日
香港,94,2月28日
香港,94,2月29日
香港,95,3月1日
香港,98,3月2日
香港,100,3月3日
香港,102,3月4日
香港,104,3月5日
香港,106,3月6日
香港,108,3月7日
香港,114,3月8日
香港,115,3月9日
香港,119,3月10日
香港,129,3月11日
香港,130,3月12日
香港,131,3月13日
香港,140,3月14日
香港,145,3月15日
香港,155,3月16日
香港,157,3月17日
香港,168,3月18日
香港,192,3月19日
香港,208,3月20日
香港,256,3月21日
香港,273,3月22日
香港,317,3月23日
香港,356,3月24日
香港,386,3月25日
香港,453,3月26日
云南,1,1月21日
云南,5,1月24日
云南,11,1月25日
云南,26,1月27日
云南,44,1月28日
云南,55,1月29日
云南,70,1月30日
云南,80,1月31日
云南,93,2月1日
云南,105,2月2日
云南,114,2月3日
云南,119,2月4日
云南,124,2月5日
云南,133,2月6日
云南,136,2月7日
云南,138,2月8日
云南,141,2月9日
云南,149,2月10日
云南,153,2月11日
云南,154,2月12日
云南,156,2月13日
云南,162,2月14日
云南,168,2月15日
云南,171,2月16日
云南,171,2月17日
云南,172,2月18日
云南,173,2月19日
云南,174,2月20日
云南,175,2月21日
云南,175,2月22日
云南,175,2月23日
云南,175,2月24日
云南,175,2月25日
云南,175,2月26日
云南,175,2月27日
云南,175,2月29日
云南,175,3月1日
云南,175,3月2日
云南,175,3月3日
云南,175,3月6日
云南,175,3月14日
云南,175,3月15日
云南,176,3月16日
云南,177,3月17日
云南,179,3月26日
浙江,5,1月21日
浙江,10,1月22日
浙江,27,1月23日
浙江,43,1月24日
浙江,62,1月25日
浙江,104,1月26日
浙江,128,1月27日
浙江,173,1月28日
浙江,296,1月29日
浙江,428,1月30日
浙江,537,1月31日
浙江,599,2月1日
浙江,661,2月2日
浙江,724,2月3日
浙江,829,2月4日
浙江,895,2月5日
浙江,954,2月6日
浙江,1006,2月7日
浙江,1048,2月8日
浙江,1075,2月9日
浙江,1102,2月10日
浙江,1127,2月11日
浙江,1141,2月12日
浙江,1155,2月13日
浙江,1165,2月14日
浙江,1172,2月15日
浙江,1177,2月16日
浙江,1181,2月17日
浙江,1182,2月18日
浙江,1183,2月19日
浙江,1185,2月20日
浙江,1213,2月21日
浙江,1215,2月22日
浙江,1215,2月23日
浙江,1215,2月24日
浙江,1215,2月25日
浙江,1215,2月26日
浙江,1215,2月27日
浙江,1215,2月28日
浙江,1215,2月29日
浙江,1215,3月1日
浙江,1216,3月2日
浙江,1223,3月3日
浙江,1223,3月4日
浙江,1225,3月5日
浙江,1225,3月6日
浙江,1225,3月7日
浙江,1225,3月8日
浙江,1225,3月9日
浙江,1225,3月10日
浙江,1225,3月11日
浙江,1225,3月12日
浙江,1237,3月14日
浙江,1241,3月15日
浙江,1241,3月16日
浙江,1242,3月17日
浙江,1243,3月19日
浙江,1244,3月20日
浙江,1246,3月21日
浙江,1247,3月22日
浙江,1248,3月23日
浙江,1250,3月24日
浙江,1251,3月25日
浙江,1253,3月26日
重庆,5,1月21日
重庆,6,1月22日
重庆,9,1月23日
重庆,27,1月24日
重庆,57,1月25日
重庆,75,1月26日
重庆,110,1月27日
重庆,132,1月28日
重庆,147,1月29日
重庆,182,1月30日
重庆,211,1月31日
重庆,247,2月1日
重庆,275,2月2日
重庆,312,2月3日
重庆,344,2月4日
重庆,376,2月5日
重庆,400,2月6日
重庆,415,2月7日
重庆,428,2月8日
重庆,450,2月9日
重庆,473,2月10日
重庆,489,2月11日
重庆,509,2月12日
重庆,525,2月13日
重庆,532,2月14日
重庆,538,2月15日
重庆,547,2月16日
重庆,552,2月17日
重庆,553,2月18日
重庆,555,2月19日
重庆,560,2月20日
重庆,567,2月21日
重庆,572,2月22日
重庆,573,2月23日
重庆,575,2月24日
重庆,576,2月25日
重庆,576,2月26日
重庆,576,2月27日
重庆,576,2月28日
重庆,576,2月29日
重庆,576,3月1日
重庆,576,3月2日
重庆,576,3月3日
重庆,576,3月4日
重庆,576,3月5日
重庆,576,3月6日
重庆,576,3月7日
重庆,576,3月8日
重庆,576,3月9日
重庆,576,3月10日
重庆,576,3月11日
重庆,576,3月12日
重庆,576,3月13日
重庆,576,3月14日
重庆,576,3月15日
重庆,577,3月22日
重庆,577,3月23日
重庆,578,3月24日
安徽,1,1月22日
安徽,9,1月23日
安徽,15,1月24日
安徽,39,1月25日
安徽,60,1月26日
安徽,70,1月27日
安徽,106,1月28日
安徽,152,1月29日
安徽,200,1月30日
安徽,237,1月31日
安徽,302,2月1日
安徽,340,2月2日
安徽,408,2月3日
安徽,480,2月4日
安徽,530,2月5日
安徽,591,2月6日
安徽,665,2月7日
安徽,733,2月8日
安徽,779,2月9日
安徽,830,2月10日
安徽,860,2月11日
安徽,889,2月12日
安徽,911,2月13日
安徽,935,2月14日
安徽,951,2月15日
安徽,963,2月16日
安徽,974,2月17日
安徽,983,2月18日
安徽,987,2月19日
安徽,988,2月20日
安徽,989,2月21日
安徽,990,2月22日
安徽,990,2月23日
安徽,990,2月24日
安徽,990,2月25日
安徽,990,2月26日
安徽,990,2月27日
安徽,991,2月28日
安徽,991,2月29日
安徽,991,3月1日
安徽,991,3月2日
安徽,991,3月3日
安徽,991,3月4日
安徽,991,3月5日
安徽,991,3月7日
安徽,991,3月9日
澳门,1,1月22日
澳门,2,1月23日
澳门,5,1月26日
澳门,6,1月27日
澳门,7,1月28日
澳门,8,2月2日
澳门,10,2月4日
澳门,10,2月6日
澳门,10,2月12日
澳门,10,2月13日
澳门,10,2月16日
澳门,10,2月20日
澳门,10,2月25日
澳门,10,2月27日
澳门,10,3月3日
澳门,10,3月6日
澳门,11,3月16日
澳门,13,3月17日
澳门,14,3月18日
澳门,17,3月19日
澳门,20,3月22日
澳门,24,3月23日
澳门,25,3月24日
澳门,26,3月25日
澳门,30,3月26日
福建,1,1月22日
福建,5,1月23日
福建,10,1月24日
福建,18,1月25日
福建,35,1月26日
福建,59,1月27日
福建,80,1月28日
福建,84,1月29日
福建,101,1月30日
福建,120,1月31日
福建,144,2月1日
福建,159,2月2日
福建,179,2月3日
福建,194,2月4日
福建,205,2月5日
福建,215,2月6日
福建,224,2月7日
福建,239,2月8日
福建,250,2月9日
福建,261,2月10日
福建,267,2月11日
福建,272,2月12日
福建,279,2月13日
福建,281,2月14日
福建,285,2月15日
福建,287,2月16日
福建,290,2月17日
福建,292,2月18日
福建,293,2月19日
福建,293,2月20日
福建,293,2月21日
福建,293,2月22日
福建,293,2月23日
福建,293,2月24日
福建,294,2月25日
福建,294,2月26日
福建,296,2月27日
福建,296,2月28日
福建,296,2月29日
福建,296,3月1日
福建,296,3月2日
福建,296,3月4日
福建,296,3月5日
福建,296,3月6日
福建,296,3月7日
福建,299,3月20日
福建,303,3月21日
福建,307,3月22日
福建,313,3月23日
福建,318,3月24日
